carat,cut,color,clarity,depth,table,x,y,z,price,depth_categories
0.32,0,3,3.6,61.8,55.0,4.4,4.43,2.73,564,0.0
0.25,2,2,3.1,62.1,58.0,4.0,4.05,2.5,436,0.2
0.33,3,5,6.0,63.6,57.0,4.39,4.42,2.8,445,0.2
1.53,0,5,3.6,61.8,57.0,7.44,7.39,4.58,9853,0.0
0.31,1,4,3.1,61.5,61.0,4.34,4.31,2.66,698,0.0
1.5,3,4,3.6,63.9,60.0,7.17,7.22,4.6,10692,0.2
2.29,4,6,6.0,56.8,66.0,8.79,8.69,4.96,12811,0.2
0.91,2,1,6.5,62.8,61.0,6.07,6.09,3.82,3703,0.2
0.39,1,3,3.6,61.2,60.0,4.68,4.73,2.88,787,0.0
0.7,0,5,2.0,61.4,55.0,5.7,5.76,3.52,2489,0.0
0.24,0,3,2.0,62.4,56.0,3.97,3.99,2.48,559,0.2
1.2,0,3,6.0,61.2,56.0,6.87,6.88,4.21,7920,0.0
0.32,0,3,0.0,62.4,55.0,4.42,4.4,2.75,1020,0.2
1.01,0,5,6.0,60.2,59.0,6.49,6.54,3.92,4612,0.0
1.01,0,0,2.5,60.6,56.0,6.53,6.48,3.94,10797,0.0
0.52,0,1,3.6,60.9,57.0,5.23,5.21,3.18,1815,0.0
2.1,1,5,6.0,61.5,57.0,8.25,8.21,5.06,15007,0.0
0.7,1,3,3.6,62.5,55.0,5.69,5.64,3.54,2479,0.2
1.12,1,4,6.5,61.4,59.0,6.69,6.66,4.1,3889,0.0
0.53,2,1,3.6,63.5,59.0,5.17,5.13,3.27,1678,0.2
0.53,2,0,3.6,62.6,58.0,5.14,5.18,3.23,1682,0.2
0.3,2,1,2.5,63.2,59.0,4.28,4.27,2.7,878,0.2
1.51,1,4,3.6,60.7,58.0,7.45,7.4,4.51,10685,0.0
0.31,0,3,2.5,62.4,56.0,4.36,4.33,2.71,907,0.2
2.18,3,4,6.5,60.4,64.0,8.38,8.47,5.09,16690,0.0
0.79,2,0,6.0,59.7,57.0,5.96,5.99,3.57,3432,0.0
0.48,1,3,6.0,59.7,59.0,5.07,5.04,3.02,960,0.0
0.71,2,0,6.0,63.2,58.0,5.65,5.68,3.58,2681,0.2
0.74,0,3,2.5,62.2,57.0,5.75,5.79,3.59,3462,0.2
0.33,0,1,3.1,62.6,57.0,4.4,4.42,2.76,781,0.2
1.38,1,4,3.1,61.0,60.0,7.21,7.16,4.38,7233,0.0
0.56,1,1,3.6,61.9,55.0,5.31,5.25,3.27,1915,0.0
0.52,1,3,2.5,61.8,59.0,5.16,5.13,3.18,2012,0.0
2.32,1,2,6.5,62.5,59.0,8.51,8.44,5.3,16237,0.2
0.51,0,0,3.1,62.4,57.0,5.09,5.13,3.19,1779,0.2
0.75,1,5,6.0,62.7,61.0,5.75,5.71,3.59,2142,0.2
1.18,0,3,6.0,62.5,55.0,6.77,6.74,4.22,6112,0.2
1.09,1,5,6.0,62.7,60.0,6.57,6.51,4.1,3662,0.2
1.01,1,0,6.0,59.2,61.0,6.4,6.34,3.77,5147,0.0
1.02,2,6,6.5,62.9,59.0,6.34,6.41,4.01,3755,0.2
0.29,2,3,3.6,62.0,55.0,4.24,4.27,2.63,471,0.0
0.5,0,6,3.6,62.0,56.0,5.08,5.12,3.16,1166,0.0
1.01,3,3,2.5,63.1,56.0,6.34,6.4,4.02,7430,0.2
0.89,0,2,3.6,61.5,55.0,6.18,6.21,3.81,4854,0.0
0.41,0,3,6.0,62.2,56.0,4.75,4.77,2.96,671,0.2
0.36,1,1,3.1,60.4,58.0,4.64,4.67,2.81,852,0.0
0.43,0,0,3.6,62.0,55.0,4.81,4.86,3.0,1056,0.0
0.51,2,3,3.1,62.9,58.0,5.05,5.1,3.19,1656,0.2
0.43,0,4,3.6,62.5,56.0,4.81,4.85,3.02,1218,0.2
1.08,2,3,6.5,62.9,59.0,6.53,6.57,4.12,4544,0.2
0.33,0,1,6.0,63.0,54.0,4.42,4.38,2.77,743,0.2
0.32,0,0,2.0,61.3,57.0,4.39,4.42,2.7,1067,0.0
0.34,0,0,2.0,61.7,56.0,4.48,4.46,2.76,1211,0.0
1.2,3,3,3.6,57.8,59.0,7.06,7.0,4.06,8032,0.2
0.5,4,1,3.6,65.4,57.0,5.01,4.81,3.21,1397,0.2
0.31,1,2,3.6,59.3,60.0,4.39,4.41,2.61,625,0.0
1.03,0,2,6.5,61.6,55.0,6.49,6.46,3.99,4769,0.0
0.41,0,2,3.1,62.6,55.0,4.75,4.77,2.98,1007,0.2
0.9,1,5,6.0,60.9,56.0,6.26,6.21,3.8,2947,0.0
2.14,1,3,6.5,60.4,59.0,8.38,8.32,5.04,17673,0.0
0.32,1,5,6.0,59.9,61.0,4.47,4.44,2.67,540,0.0
2.02,0,6,3.6,62.0,56.0,8.06,8.13,5.02,12832,0.0
1.6,1,2,6.5,61.1,58.0,7.57,7.53,4.61,9229,0.0
0.32,1,6,3.6,61.9,58.0,4.35,4.38,2.7,393,0.0
0.75,2,1,3.1,61.5,54.0,5.88,5.82,3.6,3314,0.0
1.2,2,4,6.0,61.4,63.0,6.76,6.72,4.14,4603,0.0
0.71,1,5,3.1,61.8,58.0,5.72,5.76,3.55,2306,0.0
1.01,1,4,6.5,61.6,59.0,6.39,6.44,3.95,4166,0.0
1.5,1,5,3.1,62.7,59.0,7.3,7.25,4.56,10080,0.2
0.71,1,3,3.6,60.3,60.0,5.76,5.81,3.49,2671,0.0
0.71,1,2,3.6,61.0,59.0,5.72,5.69,3.48,2571,0.0
1.5,3,1,3.6,63.7,56.0,7.18,7.16,4.57,13653,0.2
0.38,0,5,3.1,62.0,54.0,4.67,4.72,2.91,700,0.0
0.32,0,2,0.0,61.7,55.0,4.4,4.42,2.72,929,0.0
1.5,1,2,6.5,62.4,58.0,7.31,7.24,4.54,7056,0.2
1.54,2,0,3.1,59.1,59.0,7.51,7.55,4.45,16750,0.0
0.27,0,3,2.5,62.8,56.0,4.12,4.16,2.6,641,0.2
0.32,2,5,2.5,63.0,57.0,4.33,4.37,2.74,561,0.2
0.53,1,0,3.1,60.0,61.0,5.3,5.26,3.17,2147,0.0
0.53,2,2,3.6,60.5,55.0,5.24,5.29,3.19,1610,0.0
0.9,4,6,3.1,64.6,58.0,6.12,6.06,3.93,2964,0.2
0.9,1,4,3.1,62.1,59.0,6.14,6.09,3.8,4234,0.2
0.5,3,3,3.6,57.9,61.0,5.2,5.23,3.02,1316,0.2
0.42,2,4,2.5,62.4,57.0,4.78,4.83,3.0,921,0.2
1.29,2,6,6.0,61.2,58.0,6.97,7.02,4.28,5209,0.0
0.59,1,0,6.5,62.6,61.0,5.33,5.27,3.32,1590,0.2
0.3,1,3,2.5,61.8,59.0,4.26,4.22,2.62,878,0.0
0.43,1,2,6.0,60.5,60.0,4.88,4.84,2.94,1016,0.0
0.54,0,3,2.0,61.3,56.0,5.28,5.23,3.22,2087,0.0
1.01,2,2,6.0,62.1,57.0,6.41,6.48,4.0,4969,0.2
0.41,1,2,2.5,60.1,59.0,4.82,4.79,2.89,1192,0.0
0.55,0,4,6.0,61.4,56.0,5.28,5.31,3.25,1584,0.0
0.7,2,0,6.0,63.7,59.0,5.59,5.65,3.58,2210,0.2
1.27,0,3,3.1,61.2,57.0,6.97,6.98,4.27,11206,0.0
0.79,2,3,6.5,63.4,60.0,5.83,5.77,3.68,1809,0.2
0.32,1,3,3.6,61.2,59.0,4.41,4.38,2.69,720,0.0
0.71,1,4,3.1,59.1,61.0,5.87,5.83,3.46,2572,0.0
1.01,0,0,6.0,62.0,57.0,6.44,6.37,3.97,5939,0.0
1.01,1,6,6.5,58.3,62.0,6.49,6.43,3.77,2683,0.2
1.35,0,0,3.6,61.3,57.0,7.13,7.09,4.36,10796,0.0
0.5,0,1,3.6,61.6,57.0,5.09,5.13,3.15,1575,0.0
0.4,0,2,2.5,62.8,56.0,4.73,4.69,2.96,1163,0.2
0.91,0,5,2.0,60.0,57.0,6.29,6.31,3.83,4609,0.0
0.35,1,0,6.0,62.1,58.0,4.51,4.54,2.81,644,0.2
0.56,0,3,3.6,61.0,57.0,5.32,5.34,3.25,1580,0.0
0.41,1,3,3.1,62.6,58.0,4.75,4.7,2.96,961,0.2
0.35,1,3,3.1,62.9,58.0,4.49,4.48,2.82,906,0.2
1.2,2,4,6.5,63.5,57.0,6.67,6.71,4.25,5221,0.2
1.7,3,1,3.6,64.1,60.0,7.43,7.52,4.79,15385,0.2
1.01,2,1,6.0,62.8,57.0,6.35,6.39,4.0,5411,0.2
1.51,3,3,3.6,64.2,54.0,7.27,7.18,4.64,11746,0.2
0.3,2,1,3.1,63.4,55.0,4.26,4.29,2.71,660,0.2
1.23,2,1,6.0,59.2,62.0,7.0,7.05,4.16,7143,0.0
1.01,2,6,2.5,63.7,57.0,6.31,6.35,4.03,5067,0.2
0.3,1,3,0.0,61.6,60.0,4.32,4.29,2.65,956,0.0
0.47,2,0,3.1,60.0,59.0,5.07,5.09,3.06,1795,0.0
1.0,2,3,2.5,62.1,59.0,6.34,6.45,3.97,7242,0.2
0.74,1,1,6.5,59.1,60.0,5.98,5.94,3.52,2553,0.0
0.3,0,2,3.6,62.6,54.0,4.3,4.33,2.7,567,0.2
0.38,0,0,2.0,60.7,57.0,4.69,4.74,2.86,1270,0.0
0.5,0,0,6.5,61.0,57.0,5.15,5.12,3.13,1250,0.0
0.23,0,1,3.1,61.9,55.0,3.94,3.98,2.45,586,0.0
0.3,0,2,3.6,61.8,56.0,4.31,4.3,2.66,776,0.0
0.91,2,3,6.0,63.5,58.0,6.15,6.04,3.87,4081,0.2
0.27,0,1,3.1,60.5,56.0,4.21,4.22,2.55,577,0.0
0.55,0,1,3.1,61.2,57.0,5.28,5.3,3.24,2001,0.0
0.91,1,3,6.0,62.2,59.0,6.19,6.15,3.84,3975,0.2
1.2,2,2,3.6,63.5,57.0,6.73,6.65,4.25,8870,0.2
1.0,4,4,3.6,66.8,63.0,6.19,6.08,4.1,4166,0.2
0.54,2,0,3.1,63.0,54.0,5.19,5.23,3.28,2016,0.2
1.53,0,3,2.5,61.0,55.0,7.5,7.44,4.56,15505,0.0
0.7,2,0,6.0,63.7,60.0,5.57,5.61,3.56,2565,0.2
1.28,1,3,3.6,61.6,58.0,7.02,6.98,4.31,8874,0.0
1.18,0,3,3.6,62.7,55.0,6.77,6.74,4.23,8564,0.2
0.91,0,1,6.5,61.8,53.0,6.22,6.3,3.87,3723,0.0
0.56,0,5,2.0,62.0,57.0,5.29,5.33,3.29,1580,0.0
0.9,1,1,3.6,62.1,55.0,6.23,6.14,3.84,4833,0.2
0.3,2,0,6.5,61.4,59.0,4.26,4.31,2.63,447,0.0
1.14,2,5,6.0,62.6,55.0,6.66,6.72,4.19,4840,0.2
0.37,1,1,3.6,61.5,58.0,4.66,4.61,2.85,1041,0.0
2.01,4,3,6.5,63.8,59.0,7.77,7.87,4.99,14799,0.2
1.0,2,3,2.5,60.5,62.0,6.39,6.44,3.88,7260,0.0
0.32,1,4,3.1,60.5,59.0,4.42,4.41,2.67,720,0.0
1.02,3,5,6.5,63.6,56.0,6.37,6.4,4.06,3786,0.2
0.32,0,3,2.5,61.4,56.0,4.42,4.44,2.72,692,0.0
1.23,0,3,2.5,61.0,55.0,6.93,6.95,4.23,9525,0.0
1.23,1,4,3.6,59.3,58.0,7.0,6.94,4.13,5979,0.0
0.73,0,0,3.1,61.1,57.0,5.85,5.81,3.56,3509,0.0
0.26,0,0,2.5,62.5,56.0,4.08,4.11,2.56,599,0.2
1.01,0,2,6.5,62.4,54.0,6.41,6.44,4.01,5154,0.2
1.6,1,2,6.5,60.5,60.0,7.55,7.52,4.56,8530,0.0
0.39,2,5,3.1,63.1,58.0,4.68,4.61,2.93,921,0.2
0.84,2,0,6.0,59.2,59.0,6.18,6.21,3.67,3809,0.0
0.4,1,0,6.0,61.4,56.0,4.83,4.72,2.93,990,0.0
0.7,1,4,6.5,61.1,58.0,5.72,5.84,3.53,1817,0.0
0.3,1,2,3.6,60.4,58.0,4.33,4.31,2.61,776,0.0
1.2,0,5,3.6,62.1,57.0,6.78,6.71,4.19,5914,0.2
0.52,0,2,0.0,60.3,57.0,5.23,5.28,3.17,2504,0.0
1.57,2,6,3.6,62.6,60.0,7.34,7.41,4.62,7813,0.2
0.5,3,2,6.5,57.7,62.0,5.22,5.18,3.0,984,0.2
0.55,0,2,3.1,61.9,56.0,5.25,5.29,3.26,1881,0.0
0.31,1,6,3.6,62.4,60.0,4.29,4.33,2.69,380,0.2
0.3,1,2,3.1,59.8,60.0,4.39,4.31,2.6,799,0.0
0.31,0,1,2.5,59.7,61.0,4.4,4.41,2.63,755,0.0
0.3,0,3,0.0,61.7,55.0,4.34,4.31,2.67,956,0.0
1.04,1,3,2.0,58.2,60.0,6.71,6.66,3.89,6890,0.2
0.72,2,5,3.6,63.9,58.0,5.65,5.68,3.62,2337,0.2
0.31,0,1,3.6,61.8,54.0,4.36,4.41,2.71,680,0.0
1.01,2,4,3.6,61.0,63.0,6.41,6.38,3.9,5050,0.0
2.05,1,6,3.1,62.4,58.0,8.08,8.13,5.06,14224,0.2
0.73,2,1,3.1,60.9,61.0,5.79,5.81,3.53,3370,0.0
1.01,0,2,3.1,61.7,56.0,6.48,6.45,3.99,8552,0.0
0.48,3,2,3.1,61.5,60.7,4.99,5.05,3.09,1268,0.0
0.31,1,4,0.0,61.0,58.0,4.38,4.34,2.66,1046,0.0
1.84,1,4,6.5,61.0,58.0,7.97,7.87,4.81,7922,0.0
0.31,0,1,2.0,61.1,56.0,4.36,4.38,2.67,863,0.0
0.55,2,0,6.0,61.2,58.0,5.24,5.29,3.22,1692,0.0
0.4,0,3,6.0,61.5,57.0,4.74,4.76,2.92,942,0.0
0.37,1,3,3.6,60.1,59.0,4.68,4.64,2.8,833,0.0
0.3,0,0,3.6,61.8,55.0,4.3,4.34,2.67,710,0.0
0.56,2,1,0.0,59.9,60.0,5.31,5.38,3.2,2724,0.0
1.01,1,1,6.5,62.6,59.0,6.36,6.39,3.99,4666,0.2
0.36,1,1,3.1,60.4,58.0,4.67,4.64,2.81,1094,0.0
0.77,1,4,6.0,60.9,60.0,5.89,5.87,3.58,2457,0.0
1.15,1,3,2.5,58.4,59.0,6.92,6.84,4.02,8501,0.2
0.38,0,5,3.1,61.5,55.1,4.66,4.7,2.88,703,0.0
1.51,1,3,2.0,62.2,58.0,7.33,7.3,4.55,15420,0.2
1.12,0,4,6.0,62.3,56.0,6.7,6.65,4.16,5291,0.2
0.5,4,3,2.5,62.9,67.0,5.02,4.96,3.14,1791,0.2
0.42,0,0,6.0,63.0,55.0,4.79,4.76,3.01,970,0.2
0.55,0,2,3.1,60.3,57.0,5.32,5.37,3.23,1682,0.0
0.9,3,2,6.0,57.5,60.0,6.33,6.37,3.65,3950,0.2
1.22,1,5,3.6,60.3,59.0,6.93,6.87,4.16,6217,0.0
0.58,0,3,6.5,62.2,55.0,5.4,5.36,3.35,1343,0.2
0.71,2,4,3.1,62.1,55.0,5.71,5.72,3.55,2569,0.2
1.56,0,4,6.5,62.3,55.0,7.39,7.35,4.59,6716,0.2
0.41,1,1,3.1,60.7,59.0,4.79,4.77,2.9,1030,0.0
1.7,0,5,6.0,60.4,58.0,7.73,7.67,4.65,10967,0.0
0.62,0,1,3.1,60.3,57.0,5.52,5.57,3.35,2492,0.0
0.32,0,5,2.0,62.5,55.0,4.37,4.4,2.74,589,0.2
0.91,3,6,3.6,64.2,58.0,6.12,6.09,3.92,2854,0.2
1.01,1,2,2.5,60.4,59.0,6.49,6.45,3.91,9231,0.0
0.41,2,1,3.1,62.8,56.0,4.72,4.77,2.98,834,0.2
1.0,0,4,6.5,62.0,56.0,6.38,6.43,3.97,4649,0.0
0.52,2,3,6.0,62.8,61.0,5.11,5.14,3.22,1244,0.2
1.04,0,3,3.6,62.6,55.0,6.49,6.45,4.05,6290,0.2
0.44,0,0,3.1,62.3,55.0,4.85,4.88,3.03,1235,0.2
0.72,0,0,6.0,60.8,57.0,5.75,5.76,3.5,2757,0.0
0.54,0,5,3.1,62.3,57.0,5.2,5.24,3.25,1452,0.2
0.91,2,0,6.0,61.5,59.0,6.18,6.25,3.82,4239,0.0
0.61,0,3,2.5,62.4,53.8,5.42,5.45,3.39,2331,0.2
0.54,0,0,3.6,61.8,56.0,5.21,5.24,3.23,1892,0.0
1.01,2,2,6.0,63.2,56.0,6.32,6.37,4.01,5107,0.2
2.52,1,2,6.5,60.6,60.0,8.78,8.7,5.3,18179,0.0
0.31,3,3,6.0,63.6,57.0,4.29,4.33,2.74,462,0.2
0.53,0,2,3.1,61.7,56.0,5.2,5.22,3.21,1630,0.0
0.3,0,1,3.1,62.0,53.0,4.31,4.33,2.68,673,0.0
1.2,0,3,3.6,62.1,56.0,6.84,6.78,4.23,7741,0.2
0.53,0,3,2.0,62.1,56.0,5.19,5.21,3.23,1958,0.2
1.29,0,5,6.5,61.9,57.0,6.99,7.04,4.34,6097,0.0
0.3,1,1,6.0,61.9,58.0,4.33,4.27,2.66,675,0.0
1.0,2,2,6.0,63.3,58.0,6.34,6.36,4.02,5521,0.2
0.52,0,0,6.0,62.2,57.0,5.16,5.13,3.2,1720,0.2
0.3,3,0,2.5,64.2,55.0,4.23,4.28,2.73,689,0.2
0.33,2,2,2.0,60.1,56.0,4.53,4.56,2.73,841,0.0
0.51,2,3,3.6,62.7,58.0,5.09,5.12,3.2,1438,0.2
0.75,2,2,2.5,61.1,55.0,5.85,5.9,3.59,3551,0.0
1.51,0,3,3.6,62.1,55.0,7.38,7.33,4.56,14482,0.2
0.58,1,3,2.5,61.4,61.0,5.43,5.38,3.32,1975,0.0
1.02,2,0,6.0,64.2,58.0,6.32,6.35,4.07,5803,0.2
1.01,1,0,6.5,60.4,60.0,6.52,6.46,3.92,4694,0.0
0.34,0,0,2.0,61.2,57.0,4.51,4.54,2.77,1272,0.0
0.57,1,4,3.1,61.7,58.0,5.33,5.3,3.28,1613,0.0
1.01,4,2,6.5,65.2,57.0,6.33,6.24,4.1,3837,0.2
1.25,0,4,6.5,61.6,54.0,6.94,6.88,4.25,4900,0.0
1.07,0,2,6.5,61.4,56.0,6.57,6.63,4.05,5313,0.0
0.38,3,1,6.0,62.8,61.0,4.6,4.67,2.91,641,0.2
1.52,1,0,6.5,60.6,62.0,7.42,7.37,4.48,9561,0.0
0.46,4,3,6.0,63.4,68.0,4.88,4.8,3.07,911,0.2
0.38,2,2,3.6,61.9,54.6,4.64,4.68,2.89,906,0.0
0.32,1,0,3.6,60.3,60.0,4.42,4.44,2.67,758,0.0
0.4,2,4,3.1,63.4,58.0,4.74,4.66,2.98,1007,0.2
1.52,1,3,2.0,60.4,59.0,7.48,7.38,4.49,16104,0.0
0.34,1,3,3.6,61.6,60.0,4.47,4.49,2.76,596,0.0
1.0,3,4,2.0,63.5,60.0,6.3,6.36,4.02,6183,0.2
1.02,4,2,2.5,64.8,58.0,6.22,6.28,4.05,6863,0.2
1.01,2,1,6.0,62.8,59.0,6.41,6.45,4.04,5416,0.2
0.27,0,4,3.1,62.2,56.0,4.12,4.15,2.57,449,0.2
0.56,0,1,3.6,60.9,56.0,5.32,5.35,3.25,1819,0.0
0.52,0,0,3.6,62.2,56.0,5.16,5.13,3.2,1919,0.2
0.93,0,4,6.0,62.4,55.0,6.2,6.24,3.88,4635,0.2
0.4,1,6,3.6,60.9,62.0,4.76,4.73,2.89,765,0.0
1.04,0,5,3.1,63.0,56.0,6.44,6.41,4.05,4696,0.2
1.64,2,2,6.0,62.8,59.0,7.51,7.53,4.72,12555,0.2
0.3,1,3,3.1,61.2,59.0,4.32,4.28,2.63,776,0.0
0.55,0,3,6.0,61.9,57.0,5.23,5.27,3.25,1605,0.0
0.71,2,0,3.6,63.0,58.0,5.65,5.68,3.57,3096,0.2
0.38,0,3,6.0,61.3,56.0,4.63,4.67,2.85,666,0.0
0.53,0,0,3.6,62.3,56.0,5.17,5.14,3.21,1956,0.2
0.57,0,1,6.0,62.1,56.0,5.3,5.33,3.3,1608,0.2
0.52,0,3,3.1,62.3,55.0,5.16,5.14,3.21,1815,0.2
0.32,0,0,6.5,61.1,56.0,4.41,4.39,2.69,612,0.0
0.31,1,4,3.6,62.5,60.0,4.36,4.31,2.71,628,0.2
0.33,0,0,6.0,62.5,54.0,4.43,4.44,2.77,608,0.2
0.43,1,5,0.0,61.2,58.0,4.83,4.88,2.97,1056,0.0
1.68,0,1,6.5,60.4,55.0,7.79,7.7,4.68,11888,0.0
0.33,0,1,3.6,61.1,56.0,4.48,4.45,2.73,928,0.0
0.51,0,0,3.6,61.9,55.0,5.15,5.19,3.2,1597,0.0
0.39,2,2,3.1,62.0,56.0,4.72,4.64,2.9,971,0.0
0.52,0,1,3.6,62.1,56.0,5.2,5.17,3.22,1694,0.2
0.24,2,1,3.6,63.0,58.0,3.94,3.97,2.49,419,0.2
0.89,1,3,6.0,61.1,58.0,6.24,6.17,3.79,3190,0.0
0.32,0,2,2.0,61.0,56.0,4.42,4.47,2.71,828,0.0
0.5,3,2,6.5,57.7,62.0,5.22,5.18,3.0,926,0.2
0.7,2,0,6.0,58.2,60.0,5.75,5.79,3.36,2681,0.2
0.3,2,4,2.5,61.0,61.0,4.3,4.32,2.63,605,0.0
0.31,0,2,3.6,61.8,56.0,4.33,4.37,2.69,625,0.0
0.34,0,3,0.0,61.5,56.0,4.52,4.54,2.79,952,0.0
0.32,0,1,3.6,61.3,57.0,4.42,4.45,2.72,702,0.0
1.04,1,2,6.5,62.6,58.0,6.49,6.44,4.05,4507,0.2
1.3,0,4,2.5,61.5,55.0,7.07,7.03,4.34,8954,0.0
0.3,1,3,3.1,61.9,59.0,4.32,4.28,2.66,776,0.0
0.31,1,1,3.6,61.0,59.0,4.37,4.35,2.66,872,0.0
0.71,2,0,3.1,58.1,62.0,5.84,5.89,3.41,3145,0.2
0.63,0,3,6.0,62.0,55.0,5.49,5.54,3.42,1628,0.0
0.32,0,3,3.6,62.0,57.0,4.41,4.39,2.73,720,0.0
1.0,3,4,3.6,63.6,61.0,6.25,6.21,3.96,4722,0.2
1.51,0,4,3.6,62.5,55.0,7.29,7.34,4.57,10763,0.2
0.33,0,0,6.0,62.7,55.0,4.4,4.44,2.77,608,0.2
1.04,1,1,6.0,62.2,56.0,6.56,6.49,4.06,5612,0.2
0.58,0,5,3.6,62.0,54.0,5.35,5.39,3.33,1279,0.0
1.55,0,6,6.0,61.7,54.0,7.42,7.55,4.62,7987,0.0
0.31,0,5,2.0,62.0,54.0,4.37,4.4,2.72,557,0.0
1.06,2,4,6.0,60.2,59.0,6.6,6.55,3.96,4900,0.0
0.55,0,5,2.0,62.7,57.0,5.17,5.23,3.26,1593,0.2
0.34,0,3,6.0,61.8,54.0,4.48,4.51,2.78,540,0.0
0.32,0,2,2.0,62.3,56.0,4.38,4.35,2.72,990,0.2
0.74,2,4,3.1,61.9,59.1,5.74,5.77,3.56,2709,0.0
0.32,1,0,6.0,61.4,58.0,4.42,4.38,2.7,756,0.0
1.13,2,4,3.6,61.7,56.0,6.65,6.73,4.13,5625,0.0
0.33,1,3,2.0,62.1,58.0,4.4,4.43,2.74,868,0.2
0.6,1,3,6.0,60.8,58.0,5.44,5.39,3.29,1286,0.0
0.71,2,1,3.1,62.1,60.0,5.65,5.71,3.53,3192,0.2
0.51,0,0,3.6,62.1,56.0,5.11,5.16,3.19,1787,0.2
0.34,2,1,2.5,61.6,58.0,4.5,4.53,2.78,819,0.0
0.31,2,3,2.5,63.2,58.0,4.32,4.26,2.71,907,0.2
2.03,0,3,6.0,63.0,56.0,8.04,7.99,5.05,12618,0.2
0.5,2,1,6.0,59.4,60.0,5.14,5.16,3.06,1293,0.0
0.92,1,3,6.5,62.3,59.0,6.2,6.15,3.85,3318,0.2
0.71,1,2,3.6,62.6,58.0,5.67,5.7,3.56,2853,0.2
0.52,1,5,2.0,63.0,58.0,5.12,5.1,3.22,1619,0.2
2.06,2,6,3.6,61.8,59.0,8.14,8.2,5.05,13948,0.0
0.33,0,1,3.6,61.9,56.0,4.45,4.4,2.74,928,0.0
2.53,1,4,6.5,61.1,57.0,8.82,8.76,5.37,15148,0.0
0.35,0,2,2.5,60.8,55.0,4.58,4.61,2.79,872,0.0
1.25,1,4,6.0,59.4,62.0,7.07,7.0,4.18,5320,0.0
0.35,0,2,3.6,62.6,56.0,4.52,4.49,2.82,906,0.2
1.33,2,5,3.6,62.5,61.0,6.99,7.02,4.38,6203,0.2
1.03,0,2,6.5,61.9,56.0,6.47,6.43,3.99,4280,0.0
0.27,1,3,3.6,62.4,59.0,4.11,4.13,2.57,397,0.2
1.2,1,0,2.0,62.1,59.0,0.0,0.0,0.0,15686,0.2
0.23,1,4,2.5,59.2,61.0,4.04,4.0,2.38,500,0.0
0.4,0,3,2.5,62.6,57.0,4.68,4.75,2.95,931,0.2
0.34,2,1,6.5,63.1,56.0,4.51,4.46,2.83,571,0.2
0.31,0,4,6.0,61.1,56.0,4.35,4.39,2.67,464,0.0
1.21,1,4,6.5,60.6,56.0,6.92,6.84,4.17,5140,0.0
0.52,0,3,2.5,61.9,55.0,5.16,5.14,3.19,2012,0.0
1.01,0,2,6.0,62.0,57.0,6.38,6.42,3.97,5184,0.0
1.54,2,3,6.5,61.5,61.0,7.35,7.42,4.54,8808,0.0
0.9,1,3,6.0,62.6,57.0,6.16,6.11,3.84,4455,0.2
1.13,0,3,3.6,61.6,57.0,6.68,6.7,4.12,7159,0.0
0.3,0,2,0.0,59.8,58.0,4.37,4.46,2.64,873,0.0
0.93,1,3,6.0,61.0,59.0,6.34,6.28,3.85,4062,0.0
0.55,0,4,6.0,60.8,56.0,5.3,5.33,3.23,1584,0.0
0.84,4,0,6.5,64.5,60.0,5.92,5.84,3.79,2167,0.2
0.55,0,3,2.0,61.2,56.0,5.27,5.29,3.23,2632,0.0
0.3,0,2,6.0,61.9,57.0,4.31,4.35,2.68,475,0.0
1.02,0,3,3.1,61.6,55.0,6.53,6.46,4.0,7129,0.0
0.33,0,2,2.5,61.9,56.0,4.42,4.46,2.75,810,0.0
0.27,2,1,2.0,61.5,58.0,4.16,4.23,2.58,620,0.0
1.13,0,0,2.5,61.7,57.0,6.65,6.68,4.11,12150,0.0
0.72,1,3,6.0,61.2,62.0,5.75,5.72,3.51,2212,0.0
0.4,2,0,2.5,62.2,62.0,4.68,4.71,2.92,1010,0.2
0.6,0,1,6.5,62.5,57.0,5.37,5.39,3.36,1385,0.2
0.33,0,2,2.0,61.7,57.0,4.47,4.44,2.75,1021,0.0
1.2,1,6,6.0,62.8,58.0,6.77,6.7,4.23,4113,0.2
1.5,0,2,3.6,61.9,56.0,7.33,7.31,4.53,15584,0.0
0.3,2,1,3.6,61.5,58.0,4.28,4.31,2.64,640,0.0
0.36,0,0,6.0,62.5,56.0,4.55,4.57,2.85,663,0.2
0.31,0,4,3.1,62.4,55.0,4.36,4.33,2.71,698,0.2
0.31,3,3,3.6,63.1,56.0,4.31,4.37,2.74,544,0.2
0.31,2,4,3.1,62.8,58.0,4.29,4.31,2.7,544,0.2
0.42,0,0,3.6,62.6,56.0,4.76,4.8,2.99,948,0.2
2.03,2,5,3.6,61.4,59.0,8.06,8.12,4.97,15826,0.0
1.01,3,2,3.6,60.1,60.0,6.46,6.51,3.9,5902,0.0
0.91,3,1,10.0,57.7,63.0,6.35,6.3,3.65,2342,0.2
0.7,3,4,6.0,64.2,58.0,5.62,5.59,3.6,1865,0.2
1.27,0,6,6.5,61.2,56.0,6.99,6.95,4.27,5021,0.0
0.55,0,2,2.5,62.4,55.0,5.24,5.28,3.28,2242,0.2
1.01,0,1,6.0,61.8,57.0,6.39,6.49,3.98,5262,0.0
0.31,0,2,2.0,62.0,55.0,4.34,4.37,2.7,828,0.0
