carat,cut,color,clarity,depth,table,price,depth_categories
0.31,0,3,2.5,61.8,56.0,907,0.0
1.72,2,5,3.1,60.5,59.0,12451,0.0
0.32,0,1,0.0,61.1,56.0,1018,0.0
0.36,2,1,2.5,61.8,58.0,968,0.0
0.93,2,3,6.5,60.8,62.0,3644,0.0
0.78,0,3,6.5,61.5,56.0,2706,0.0
1.26,0,4,3.1,60.9,57.0,8238,0.0
2.0,1,5,6.5,61.3,59.0,14208,0.0
0.3,0,2,2.0,61.9,55.0,1041,0.0
1.01,1,6,3.6,62.4,60.0,3296,0.2
0.53,2,3,2.0,58.9,60.0,2136,0.2
0.57,1,1,3.6,62.5,55.0,1645,0.2
0.71,1,0,6.0,60.5,59.0,2743,0.0
2.26,0,5,6.0,62.4,57.0,16904,0.2
0.3,1,0,3.1,61.9,58.0,712,0.0
0.8,3,1,3.6,64.5,56.0,3273,0.2
0.91,4,3,3.6,64.9,54.0,4860,0.2
0.31,0,0,3.6,60.7,56.0,942,0.0
1.55,0,4,3.1,62.0,57.0,13665,0.0
0.7,2,5,3.1,63.1,54.0,2129,0.2
0.54,0,4,3.6,62.0,54.0,1378,0.0
2.01,1,6,3.1,60.1,59.0,15185,0.0
1.13,1,1,3.1,61.1,59.0,8353,0.0
0.71,0,2,6.0,60.8,57.0,2487,0.0
1.2,0,5,6.0,61.8,56.0,5412,0.0
0.59,1,5,2.0,62.8,58.0,1837,0.2
1.22,1,1,6.5,62.5,55.0,6121,0.2
0.5,2,1,2.5,62.4,55.0,2275,0.2
0.3,2,3,3.1,63.5,58.0,725,0.2
0.55,2,1,6.0,64.2,55.0,1417,0.2
0.52,0,2,6.5,62.1,55.0,1191,0.2
0.41,0,5,2.5,62.4,57.0,843,0.2
1.13,1,4,6.0,61.4,59.0,5338,0.0
1.01,0,3,2.5,60.9,56.0,8029,0.0
0.71,2,1,3.6,60.7,60.0,2921,0.0
0.41,1,0,6.5,62.3,58.0,876,0.2
0.46,0,1,3.1,61.7,56.0,1834,0.0
1.5,1,4,3.6,61.2,61.0,10478,0.0
0.7,0,4,2.0,62.3,55.0,2827,0.2
0.74,2,2,6.0,61.7,55.0,2698,0.0
1.71,4,5,6.5,65.1,60.0,8800,0.2
0.42,0,4,0.0,61.9,56.0,1273,0.0
0.31,2,2,3.6,58.8,58.0,609,0.2
1.02,0,5,6.5,62.8,58.0,4189,0.2
0.71,1,2,3.1,61.8,59.0,2790,0.0
1.0,1,2,2.0,63.0,56.0,8154,0.2
1.01,2,3,6.5,62.1,60.0,4435,0.2
0.65,3,2,3.1,61.7,60.3,2406,0.0
0.31,1,6,6.0,59.4,62.0,453,0.0
0.72,0,4,3.1,62.3,56.0,2819,0.2
0.33,1,3,2.5,60.6,58.0,752,0.0
0.3,1,2,6.0,62.1,61.0,641,0.2
0.8,1,2,6.5,58.5,62.0,2371,0.2
0.87,0,1,6.5,60.4,58.0,3566,0.0
0.54,0,6,2.5,61.6,57.0,1720,0.0
0.35,0,1,3.6,62.1,56.0,767,0.2
0.32,2,4,6.0,63.1,54.0,576,0.2
0.41,0,3,3.1,61.6,57.0,961,0.0
0.71,0,2,3.1,60.8,56.0,3710,0.0
0.31,0,2,3.1,60.6,56.0,680,0.0
0.6,2,4,3.1,60.2,60.0,1679,0.0
1.24,1,2,6.5,62.8,60.0,5583,0.2
2.0,4,4,6.5,64.5,56.0,11655,0.2
0.41,1,3,6.0,59.1,58.0,923,0.0
0.7,3,0,6.5,63.1,60.0,2221,0.2
0.4,1,4,3.1,62.7,59.0,938,0.2
0.77,3,1,6.5,64.1,56.0,2005,0.2
1.0,1,0,6.0,59.2,62.0,5723,0.0
2.01,2,3,6.0,63.5,60.0,15038,0.2
0.33,3,1,6.0,63.1,56.0,540,0.2
0.4,1,3,3.1,60.3,59.0,877,0.0
0.38,0,3,3.1,62.5,56.0,800,0.2
2.61,3,5,6.5,64.2,63.0,13784,0.2
1.11,0,2,6.0,61.1,57.0,6512,0.0
0.82,0,2,6.0,61.7,56.0,3810,0.0
0.3,2,0,6.0,62.6,59.0,476,0.2
0.46,1,1,3.6,61.5,60.0,1173,0.0
0.5,0,3,6.5,62.1,55.0,1080,0.2
0.36,0,4,2.0,62.3,56.0,821,0.2
0.4,3,1,2.0,59.4,61.0,1088,0.0
1.02,0,3,2.0,61.5,57.0,8317,0.0
0.34,2,3,6.0,61.5,56.0,507,0.0
1.0,2,3,3.6,62.2,58.0,6743,0.2
0.73,0,2,6.5,60.5,59.0,2255,0.0
1.51,4,1,3.6,65.0,58.0,12829,0.2
0.46,1,1,3.1,61.7,59.0,1437,0.0
0.54,1,3,6.0,59.0,60.0,1389,0.0
1.07,2,5,6.0,58.4,60.0,4001,0.2
0.77,0,0,2.5,62.3,57.0,5207,0.2
0.54,0,0,3.6,61.1,57.0,1993,0.0
1.02,0,0,6.5,61.4,56.0,4946,0.0
1.14,2,3,3.6,61.3,57.0,6500,0.0
0.39,0,2,3.1,62.3,57.0,958,0.2
0.91,0,5,3.1,62.1,57.0,3906,0.2
1.0,3,0,2.5,60.2,62.0,8374,0.0
0.3,1,3,3.1,62.2,59.0,776,0.2
1.64,0,4,3.6,60.6,57.0,12561,0.0
2.09,2,2,6.5,61.3,59.0,18509,0.0
1.2,1,2,3.6,62.8,62.0,8266,0.2
1.76,0,3,3.1,62.8,55.0,18178,0.2
0.58,0,3,3.1,62.2,55.0,1899,0.2
1.09,1,3,3.6,61.7,58.0,6504,0.0
0.42,0,2,6.0,60.8,54.0,843,0.0
0.33,2,0,3.6,62.9,54.0,660,0.2
0.9,0,3,6.5,61.2,57.0,3521,0.0
0.31,0,2,2.0,61.8,56.0,959,0.0
0.31,0,2,0.0,62.3,53.0,914,0.2
1.32,1,4,3.6,61.5,59.0,6505,0.0
0.4,1,3,2.5,61.3,59.0,980,0.0
1.14,2,1,6.5,60.2,58.0,5014,0.0
1.21,1,6,6.0,59.7,60.0,4574,0.0
0.32,0,3,2.5,61.2,56.0,730,0.0
1.1,1,1,2.5,60.1,58.0,10577,0.0
0.48,4,3,2.5,65.0,54.0,1367,0.2
0.53,0,3,2.5,62.3,54.0,1797,0.2
0.33,2,3,3.1,62.9,57.0,666,0.2
0.77,0,0,6.0,60.8,57.0,3251,0.0
0.4,0,2,3.1,61.8,55.0,971,0.0
1.03,2,0,6.5,62.8,56.0,4679,0.2
0.3,0,1,6.0,62.9,56.0,675,0.2
0.42,0,0,2.0,61.8,55.0,1621,0.0
0.56,2,0,2.0,60.1,58.0,2959,0.0
1.09,1,3,6.0,62.5,59.0,4322,0.2
2.06,2,2,10.0,58.7,61.0,9789,0.2
1.33,0,3,2.5,62.6,57.0,12209,0.2
2.01,0,1,6.5,62.1,57.0,13387,0.2
0.83,4,3,6.5,64.4,57.0,2386,0.2
0.52,0,4,2.0,61.2,57.0,1809,0.0
0.31,3,3,6.0,63.3,57.0,431,0.2
0.72,2,4,3.1,62.2,54.0,2877,0.2
0.4,2,3,3.6,62.8,61.0,807,0.2
1.11,0,3,3.6,62.0,56.0,7472,0.0
1.52,1,0,6.0,58.4,60.0,12342,0.2
0.41,1,3,3.1,61.9,58.0,961,0.0
1.25,2,6,3.1,60.4,60.0,5628,0.0
1.21,1,5,6.0,62.0,56.0,5285,0.0
0.31,1,4,6.0,58.7,60.0,558,0.2
1.13,0,0,2.5,61.7,57.0,12261,0.0
1.66,0,4,3.1,62.0,55.0,15210,0.0
0.26,0,2,2.0,62.7,55.0,635,0.2
1.3,3,6,3.6,63.6,59.0,5175,0.2
0.58,2,3,2.5,62.1,58.0,1872,0.2
1.21,4,5,10.0,65.0,58.0,2396,0.2
1.09,1,4,6.5,62.1,55.0,4578,0.2
1.52,0,6,3.1,62.3,58.0,8608,0.2
1.5,2,3,3.6,60.7,59.0,18691,0.0
0.9,4,1,6.5,57.5,68.0,3187,0.2
1.03,0,1,6.5,62.5,56.0,4522,0.2
0.91,0,3,6.0,61.8,57.0,4049,0.0
0.34,0,5,3.6,61.1,55.0,495,0.0
1.22,0,2,2.0,62.0,54.0,13539,0.0
0.64,0,0,2.0,61.8,54.0,4084,0.0
0.41,3,2,10.0,63.8,57.0,646,0.2
0.9,2,2,6.0,59.6,63.0,3992,0.0
0.56,0,3,2.5,61.6,55.0,2066,0.0
1.03,2,3,6.5,59.2,63.0,4473,0.0
0.35,0,2,6.0,62.5,54.0,748,0.2
2.14,3,4,6.0,57.5,60.0,14395,0.2
1.5,3,1,6.0,64.2,55.0,12870,0.2
0.31,0,3,0.0,62.0,54.0,891,0.0
0.27,2,1,2.5,60.9,58.0,620,0.0
1.07,1,3,3.1,59.6,58.0,5967,0.0
1.2,1,2,2.5,62.2,58.0,11021,0.2
0.7,2,0,6.0,62.9,63.0,2475,0.2
0.46,0,5,2.0,61.7,57.0,974,0.0
1.03,0,0,3.1,61.8,56.0,8612,0.0
0.78,3,0,6.0,60.1,61.0,3253,0.0
0.43,1,4,6.0,59.0,58.0,716,0.0
0.52,1,2,3.6,60.7,59.0,1720,0.0
0.38,0,2,3.6,62.1,53.8,789,0.2
0.27,2,0,3.6,62.0,57.0,470,0.0
0.58,1,3,2.5,59.7,59.0,2095,0.0
1.6,1,2,6.5,61.8,57.0,6899,0.0
1.08,0,4,6.5,61.4,57.0,5049,0.0
1.0,0,3,3.6,62.3,56.0,5887,0.2
1.01,3,2,6.5,63.7,59.0,4166,0.2
0.45,0,3,2.0,61.5,57.0,1358,0.0
0.51,0,3,6.5,61.5,55.0,1129,0.0
0.4,2,0,6.0,60.0,56.0,708,0.0
1.0,3,0,3.6,60.8,61.0,6189,0.0
0.9,1,0,6.5,63.0,58.0,3473,0.2
1.5,4,1,6.5,66.3,60.0,10080,0.2
0.32,0,0,3.6,61.0,57.0,972,0.0
0.71,2,0,3.6,60.3,62.0,3131,0.0
0.51,2,1,6.0,60.3,63.0,1340,0.0
0.73,2,1,6.5,62.1,58.0,2395,0.2
0.44,1,1,6.0,62.3,59.0,1040,0.2
0.91,1,2,6.5,60.8,59.0,3845,0.0
1.24,0,5,6.5,61.8,58.0,5866,0.0
0.59,1,3,6.0,60.5,59.0,1437,0.0
0.5,2,1,3.6,62.9,60.0,1559,0.2
1.16,0,0,6.0,62.0,56.0,5911,0.0
0.41,0,2,3.1,60.8,57.0,1007,0.0
0.42,2,3,3.6,62.1,55.0,854,0.2
0.32,0,1,2.0,62.5,56.0,1044,0.2
0.32,1,4,6.0,62.3,60.0,461,0.2
0.33,2,3,2.5,60.0,63.0,752,0.0
1.31,0,5,3.6,61.7,55.0,6873,0.0
0.53,2,3,3.1,61.2,57.0,1648,0.0
0.54,2,1,2.5,63.3,60.0,1955,0.2
0.7,3,0,6.0,62.5,56.7,2872,0.2
0.52,1,3,2.5,61.1,59.0,1911,0.0
1.33,0,2,2.5,61.9,55.0,15031,0.0
1.06,2,5,6.0,60.4,59.0,4267,0.0
0.3,0,1,3.6,62.3,57.0,844,0.2
1.04,0,5,6.5,61.9,56.0,3553,0.0
1.13,0,0,6.0,61.8,56.0,5829,0.0
0.51,0,0,3.6,61.9,57.0,1882,0.0
1.0,2,3,2.5,60.3,62.0,7163,0.0
1.01,3,1,3.1,63.4,58.0,7234,0.2
0.3,2,2,0.0,62.0,58.0,886,0.0
0.72,1,2,3.1,62.2,58.0,2829,0.2
1.01,2,1,6.0,62.6,57.0,4912,0.2
1.24,1,1,6.5,60.5,62.0,4666,0.0
0.46,0,6,2.0,61.8,56.0,953,0.0
0.52,0,1,3.6,61.3,57.0,1576,0.0
0.3,1,6,3.1,62.6,60.0,506,0.2
1.27,0,3,6.5,61.8,56.0,6045,0.0
1.12,2,1,6.0,58.8,61.0,5447,0.2
1.53,1,3,3.6,61.8,59.0,12717,0.0
1.01,1,4,6.5,62.0,60.0,3507,0.0
1.12,1,4,6.0,62.2,60.0,5363,0.2
0.74,0,2,6.0,62.2,54.0,2583,0.2
0.51,2,3,2.5,61.5,56.0,1875,0.0
0.32,1,3,3.1,61.3,62.0,828,0.0
0.32,0,2,3.6,61.6,57.0,645,0.0
1.28,1,5,3.6,61.7,60.0,6762,0.0
0.54,0,5,2.0,62.7,57.0,1681,0.2
0.41,2,3,3.1,61.5,58.0,899,0.0
0.56,2,4,6.0,59.9,60.0,1230,0.0
1.24,2,5,3.6,60.1,59.0,5783,0.0
0.9,2,1,6.0,62.8,58.0,4760,0.2
0.5,0,0,3.1,61.6,57.0,1923,0.0
0.73,1,0,6.0,62.5,59.0,2579,0.2
0.33,1,0,3.6,61.1,56.0,1069,0.0
1.01,1,5,6.5,62.6,58.0,3818,0.2
0.71,3,2,0.0,62.1,62.0,3393,0.2
0.39,0,1,3.1,62.2,53.3,1004,0.2
2.01,2,6,3.6,61.1,59.0,13109,0.0
0.45,1,2,3.6,61.4,60.0,945,0.0
0.26,2,1,2.0,62.9,61.0,547,0.2
0.56,0,0,3.6,61.2,56.0,1991,0.0
0.72,2,0,3.6,62.1,59.0,3016,0.2
1.0,2,5,3.6,64.0,54.0,4739,0.2
0.32,0,3,2.5,62.2,57.0,936,0.2
0.6,2,6,3.6,60.0,59.4,1262,0.0
0.33,0,4,2.5,62.2,54.0,854,0.2
0.41,0,1,2.5,61.4,56.0,1187,0.0
0.7,1,0,3.1,62.5,60.0,3410,0.2
2.14,1,5,3.6,59.3,59.0,15418,0.0
0.78,0,2,6.0,61.0,55.0,3036,0.0
0.32,0,4,2.0,61.9,56.0,730,0.0
0.5,3,3,2.5,63.8,56.0,1806,0.2
0.41,0,0,6.0,61.6,55.0,791,0.0
0.38,0,1,6.5,62.1,54.1,628,0.2
0.35,2,3,0.0,59.1,59.0,1044,0.0
0.9,2,0,6.5,61.0,59.0,3806,0.0
0.3,2,3,6.0,59.8,57.0,447,0.0
0.81,3,5,3.1,59.4,56.0,3042,0.0
0.3,3,3,3.1,63.6,55.0,776,0.2
0.24,2,1,2.0,63.5,57.0,492,0.2
1.21,0,6,3.6,62.1,57.0,5653,0.2
0.55,0,2,3.6,61.4,56.0,1715,0.0
0.52,0,5,6.5,61.9,55.0,1125,0.0
1.07,0,4,6.5,61.0,55.0,4604,0.0
0.43,0,1,6.5,61.9,57.0,919,0.0
0.36,0,6,3.6,61.5,55.0,459,0.0
1.25,1,6,3.1,60.9,59.0,5156,0.0
0.31,1,0,2.5,61.7,58.0,988,0.0
0.7,4,1,10.0,66.1,58.0,1273,0.2
1.25,1,6,6.0,62.0,61.0,4200,0.0
1.06,1,5,3.1,62.4,55.0,4920,0.2
0.7,2,2,6.0,60.5,56.0,2155,0.0
1.01,2,6,2.5,62.2,56.0,4850,0.2
0.23,3,3,2.5,63.8,56.0,537,0.2
1.12,1,2,6.5,60.5,59.0,4654,0.0
0.34,2,0,6.0,63.1,57.0,803,0.2
0.35,1,4,2.0,61.2,60.0,1024,0.0
0.5,2,4,3.6,62.3,56.0,1337,0.2
0.31,0,4,2.0,61.8,57.0,907,0.0
0.9,1,4,3.1,62.4,58.0,4234,0.2
1.55,0,5,3.1,61.9,55.0,11067,0.0
0.51,0,3,3.6,62.7,57.0,1546,0.2
0.5,3,2,3.6,63.6,58.0,1333,0.2
0.55,0,2,6.0,61.7,56.0,1718,0.0
0.72,0,2,3.6,62.6,56.0,2956,0.2
0.54,0,3,3.1,62.0,56.0,1847,0.0
0.54,0,3,3.1,61.9,54.0,1847,0.0
1.11,2,2,6.0,60.1,61.0,5384,0.0
0.3,0,5,3.6,61.3,58.0,438,0.0
0.71,0,2,3.1,61.4,57.0,3710,0.0
0.61,0,2,2.5,61.5,56.0,2660,0.0
0.91,1,1,6.0,61.5,60.0,3911,0.0
1.01,0,0,6.5,61.6,57.0,5006,0.0
0.26,0,1,2.5,62.0,56.0,599,0.0
0.9,2,3,6.0,63.3,56.0,3752,0.2
0.31,2,3,6.0,61.5,59.0,462,0.0
0.3,2,4,3.1,62.9,54.0,526,0.2
0.32,1,3,3.1,61.7,58.0,645,0.0
1.2,2,3,6.0,62.8,57.0,6526,0.2
1.0,3,2,6.5,60.2,65.0,4386,0.0
0.58,2,0,6.0,60.2,58.0,1785,0.0
0.9,1,4,3.1,62.7,60.0,4234,0.2
0.5,0,2,3.6,61.6,53.0,1654,0.0
1.7,1,5,6.0,59.7,60.0,10501,0.0
0.3,0,1,2.5,61.1,56.0,742,0.0
0.38,1,5,3.1,59.9,60.0,898,0.0
1.0,1,3,3.6,62.1,58.0,5242,0.2
0.36,0,5,6.0,61.3,55.0,505,0.0
1.09,1,3,6.0,60.2,60.0,5402,0.0
0.32,0,4,3.1,62.7,56.0,524,0.2
1.23,0,6,3.6,61.8,56.0,4986,0.0
0.39,0,3,2.5,61.7,54.2,952,0.0
1.23,0,3,3.1,61.4,56.0,9133,0.0
0.58,3,3,6.0,63.5,56.0,1295,0.2
0.62,4,2,6.0,55.1,66.0,1641,0.2
0.3,0,1,3.6,62.4,57.0,658,0.2
1.02,1,2,6.0,59.2,58.0,5038,0.0
0.37,0,2,3.1,61.7,56.0,811,0.0
0.9,1,3,3.6,61.1,58.0,4152,0.0
0.62,1,1,2.0,61.9,59.0,3073,0.0
1.51,2,4,3.1,61.8,59.0,11161,0.0
1.5,2,1,6.5,62.2,58.0,8291,0.2
0.71,0,5,2.5,60.7,57.0,3007,0.0
2.01,1,5,6.5,62.6,56.0,13833,0.2
0.32,0,2,2.0,61.8,56.0,990,0.0
1.01,2,4,3.6,60.7,58.0,5638,0.0
0.41,0,1,2.5,62.3,56.0,1243,0.2
0.26,2,3,2.5,62.2,56.0,426,0.2
1.01,3,1,3.6,63.5,58.0,6666,0.2
0.43,0,0,3.6,61.8,56.0,1129,0.0
0.53,0,2,3.6,61.8,55.0,1753,0.0
0.7,2,5,3.1,62.2,57.0,2332,0.2
0.42,0,0,6.0,62.4,57.0,810,0.2
0.9,2,4,6.5,62.1,58.0,3492,0.2
0.3,4,2,3.6,64.5,55.0,662,0.2
0.32,0,1,3.6,62.0,55.0,900,0.0
0.41,2,4,6.0,62.4,56.0,683,0.2
1.06,2,4,3.6,62.4,56.0,5480,0.2
0.9,2,2,3.6,62.3,59.0,4846,0.2
1.32,1,3,3.1,60.6,57.0,9979,0.0
1.24,0,5,6.5,60.7,57.0,4937,0.0
0.46,0,0,3.1,62.6,56.0,1637,0.2
0.32,0,0,3.6,61.3,57.0,713,0.0
0.3,0,4,2.5,62.1,54.0,590,0.2
1.01,3,0,3.6,60.1,64.0,5986,0.0
0.3,1,3,2.0,61.9,59.0,1013,0.0
0.39,3,6,3.1,63.1,56.0,616,0.2
1.01,3,1,6.0,63.6,57.0,5251,0.2
2.48,2,5,6.5,63.0,62.0,17448,0.2
0.41,1,0,6.0,61.0,59.0,791,0.0
0.32,1,4,3.6,61.7,59.0,648,0.0
0.4,1,2,6.0,61.5,60.0,882,0.0
0.7,2,4,6.5,61.5,63.0,1999,0.0
0.81,0,1,6.5,60.1,57.0,3013,0.0
0.55,1,2,6.5,60.6,58.0,1175,0.0
0.69,4,3,3.1,61.2,65.4,2235,0.0
0.9,2,4,3.1,63.5,59.0,4234,0.2
0.59,1,0,6.0,62.3,54.0,1912,0.2
1.01,0,0,6.5,61.6,57.0,4916,0.0
0.54,3,2,3.6,64.2,53.8,1745,0.2
0.24,0,3,3.1,61.8,54.0,490,0.0
2.16,1,5,6.0,62.9,55.0,17313,0.2
0.5,1,3,2.5,60.9,59.0,1838,0.0
0.41,0,1,3.6,62.4,54.0,999,0.2
0.59,0,0,6.0,61.6,57.0,1743,0.0
0.93,1,4,3.6,58.3,60.0,4387,0.2
0.57,1,3,3.6,59.7,59.0,1608,0.0
0.56,0,0,3.6,60.6,56.0,1963,0.0
0.7,2,3,10.0,63.1,56.0,1115,0.2
0.54,1,0,3.6,60.6,58.0,1993,0.0
0.38,0,1,3.1,62.2,55.0,1112,0.2
0.59,0,6,3.1,58.7,56.0,1330,0.2
1.5,1,2,6.0,62.8,56.0,11154,0.2
0.31,3,4,3.6,63.2,58.0,489,0.2
0.5,2,1,2.0,62.1,56.0,2148,0.2
0.72,0,0,6.0,61.9,55.0,2903,0.0
0.51,2,3,6.0,63.4,56.0,1122,0.2
1.99,1,3,6.5,59.1,61.0,11486,0.0
0.31,1,3,2.0,62.2,59.0,816,0.2
0.38,2,2,3.6,60.9,56.0,800,0.0
0.41,0,0,6.0,61.4,56.0,1015,0.0
1.2,2,5,6.0,61.2,62.0,5226,0.0
0.91,2,0,6.0,62.8,58.0,5033,0.2
0.33,1,3,3.1,59.2,59.0,854,0.0
0.59,0,3,2.5,62.3,56.0,2155,0.2
1.14,0,5,3.6,62.9,56.0,5075,0.2
0.71,1,5,3.6,60.0,58.0,1952,0.0
0.75,2,1,6.0,63.1,56.0,2868,0.2
0.4,1,4,3.1,61.3,59.0,1021,0.0
0.92,1,0,6.5,62.4,60.0,4096,0.2
2.13,3,4,6.5,59.2,58.0,16062,0.0
0.34,1,3,3.6,61.2,59.0,765,0.0
1.55,1,6,6.0,62.5,58.0,7502,0.2
1.04,3,3,3.1,63.8,57.0,7177,0.2
0.49,1,2,6.0,60.5,60.0,1072,0.0
0.5,3,0,6.0,63.7,56.0,1436,0.2
0.48,0,4,3.6,62.2,54.0,1026,0.2
0.58,2,1,6.5,59.0,62.0,1377,0.0
1.74,1,4,6.0,62.1,59.0,7932,0.2
1.36,1,2,6.5,61.4,59.0,6458,0.0
0.5,3,1,3.1,61.1,58.2,1932,0.0
0.3,0,1,2.5,61.9,57.0,1013,0.0
0.72,3,2,3.1,59.4,61.0,2897,0.0
1.02,0,2,6.5,62.1,56.0,4238,0.2
1.24,1,3,6.0,60.5,58.0,6562,0.0
0.58,0,0,6.5,61.2,57.0,1442,0.0
1.01,4,2,6.5,65.3,59.0,4317,0.2
0.51,1,4,3.1,60.3,58.0,1381,0.0
1.0,2,0,3.6,61.2,60.0,6937,0.0
0.3,1,2,3.6,62.2,58.0,776,0.2
0.47,2,0,6.5,61.5,55.0,1078,0.0
2.0,3,3,6.0,64.2,59.0,17740,0.2
0.4,2,2,2.0,58.9,59.0,1236,0.2
0.56,0,4,3.1,62.8,56.0,1698,0.2
0.32,0,3,6.0,61.3,56.0,477,0.0
0.51,2,1,2.5,60.0,58.0,2062,0.0
0.23,2,1,2.0,60.9,58.0,530,0.0
1.27,2,4,3.6,62.6,57.0,7715,0.2
1.0,1,2,6.5,61.3,61.0,4452,0.0
0.9,3,3,0.0,63.1,58.0,5771,0.2
0.3,1,6,3.6,61.6,61.0,473,0.0
0.3,2,4,3.6,63.5,54.0,608,0.2
1.7,2,2,10.0,63.1,56.0,5998,0.2
1.05,4,4,10.0,61.8,57.0,2293,0.0
1.01,3,2,6.5,63.0,60.0,3827,0.2
0.31,1,3,3.1,61.2,60.0,625,0.0
1.17,0,3,3.1,61.8,57.0,8639,0.0
0.91,1,3,3.6,59.5,58.0,4241,0.0
0.4,2,3,2.5,60.6,59.0,868,0.0
0.7,3,4,3.6,63.4,60.0,2394,0.2
1.5,3,0,6.5,61.9,61.0,10302,0.0
1.59,0,5,6.0,62.1,57.0,8835,0.2
0.33,0,1,2.0,61.5,56.0,984,0.0
0.32,2,5,6.5,63.1,58.0,480,0.2
1.01,2,2,3.6,61.1,58.0,7037,0.0
1.01,2,1,3.6,62.9,58.0,6666,0.2
0.75,2,4,6.5,62.2,58.0,2093,0.2
1.25,0,5,3.6,60.0,57.0,4795,0.0
0.51,1,1,2.5,61.0,61.0,2060,0.0
0.3,2,6,3.1,61.2,61.0,394,0.0
1.0,4,3,6.0,68.2,60.0,3833,0.6
1.53,1,5,3.1,61.2,59.0,10282,0.0
0.7,2,4,3.6,61.6,55.0,2330,0.0
0.42,1,1,3.1,59.5,59.0,1181,0.0
0.35,0,1,6.0,61.2,57.0,788,0.0
0.41,0,2,0.0,62.2,54.0,1151,0.2
1.04,1,3,6.0,60.3,58.0,3780,0.0
0.3,1,5,2.0,62.8,59.0,709,0.2
0.72,1,4,6.0,61.5,56.0,2398,0.0
0.31,3,0,6.0,63.3,59.0,502,0.2
1.51,1,2,6.0,62.2,59.0,11607,0.2
0.59,3,5,2.5,57.8,61.0,1427,0.2
0.95,1,4,6.0,62.9,58.0,3984,0.2
0.38,1,0,6.0,62.2,58.0,941,0.2
0.31,2,3,2.0,63.0,56.0,710,0.2
1.21,2,6,3.1,59.3,57.0,5604,0.0
1.01,4,0,6.0,66.0,57.0,5385,0.2
0.3,3,0,6.0,63.4,54.0,515,0.2
1.11,1,3,6.5,61.5,58.0,4670,0.0
0.3,0,4,0.0,61.8,55.0,789,0.0
0.36,1,0,6.5,61.5,60.0,537,0.0
0.38,0,2,2.5,60.9,58.0,954,0.0
0.4,3,3,3.6,59.6,63.0,816,0.0
0.31,1,3,3.6,58.8,62.0,605,0.2
1.58,1,2,6.5,62.3,60.0,9290,0.2
1.22,0,4,6.5,61.0,57.0,5099,0.0
0.33,1,3,3.1,61.6,58.0,854,0.0
0.35,0,3,2.5,61.2,55.0,1092,0.0
0.5,3,2,3.6,63.6,58.0,1433,0.2
0.79,1,4,6.5,62.8,57.0,2370,0.2
0.7,2,1,3.6,61.2,59.0,2757,0.0
0.7,3,4,3.6,61.4,56.0,2253,0.0
0.33,1,0,6.5,59.5,59.0,631,0.0
1.41,0,4,6.5,62.0,56.0,8030,0.0
0.32,1,3,2.5,60.9,61.0,936,0.0
0.26,2,2,3.1,60.5,59.0,453,0.0
2.0,0,2,10.0,60.3,56.0,10685,0.0
1.01,1,3,3.1,60.7,58.0,6932,0.0
0.5,1,2,3.1,59.9,61.0,1666,0.0
1.28,3,4,6.5,56.8,62.0,4086,0.2
2.25,1,4,6.0,61.5,61.0,17233,0.0
1.54,1,1,3.6,60.8,58.0,15185,0.0
0.78,0,1,6.0,62.1,58.0,3146,0.2
1.01,0,4,6.0,62.6,55.0,4749,0.2
0.95,2,6,6.0,63.4,55.0,3154,0.2
0.23,2,1,2.0,59.9,55.0,682,0.0
0.31,0,3,3.6,59.6,57.0,544,0.0
0.61,0,0,2.5,62.2,54.0,3397,0.2
1.23,0,5,3.1,61.6,54.0,7181,0.0
1.51,2,4,3.6,62.8,58.0,10225,0.2
0.25,2,2,2.5,62.4,55.0,633,0.2
0.41,0,2,2.0,62.3,55.0,1295,0.2
1.02,2,2,2.5,62.9,59.0,8940,0.2
0.51,0,0,6.0,61.0,56.0,1431,0.0
0.9,3,3,6.0,60.0,61.0,3752,0.0
0.97,2,2,2.5,58.1,60.0,6889,0.2
1.74,1,3,3.6,61.0,58.0,17614,0.0
0.41,2,3,6.0,62.9,56.0,719,0.2
0.29,2,3,2.5,61.9,56.0,541,0.0
1.51,1,6,6.0,62.3,58.0,7034,0.2
1.54,1,5,3.6,61.7,59.0,8917,0.0
0.97,0,5,10.0,61.6,53.0,2357,0.0
0.9,2,0,3.6,62.3,56.0,5476,0.2
1.12,2,4,6.0,63.1,56.0,4673,0.2
0.35,0,0,6.0,61.6,57.0,827,0.0
1.16,0,4,3.6,62.1,57.0,6954,0.2
2.07,1,2,6.5,60.7,59.0,18611,0.0
1.0,2,4,6.5,60.8,60.0,4496,0.0
0.78,0,0,6.5,61.4,57.0,3454,0.0
0.74,4,3,2.5,65.2,58.0,2959,0.2
2.2,1,6,6.5,60.9,60.0,13065,0.0
1.04,4,3,6.5,65.2,57.0,2745,0.2
1.01,2,2,6.5,63.2,58.0,4299,0.2
0.4,1,1,6.0,61.3,59.0,945,0.0
0.41,0,2,2.5,62.3,56.0,1115,0.2
0.54,2,5,6.0,63.2,57.0,1135,0.2
0.53,0,2,2.5,62.3,56.0,1943,0.2
0.71,1,3,0.0,61.9,58.0,3545,0.0
1.7,0,4,3.6,62.2,57.0,13756,0.2
0.31,2,3,2.5,62.1,56.0,707,0.2
0.41,3,1,6.0,59.5,62.0,760,0.0
